Elapsed time,ii
0.148,6.08E-03
0.149,1.08E-02
0.15,1.64E-02
0.151,2.28E-02
0.152,3.04E-02
0.153,3.90E-02
0.154,4.89E-02
0.155,6.02E-02
0.156,7.30E-02
0.157,8.75E-02
0.158,1.04E-01
0.159,1.22E-01
0.16,1.41E-01
0.161,1.61E-01
0.162,1.80E-01
0.163,1.99E-01
0.164,2.17E-01
0.165,2.34E-01
0.166,2.49E-01
0.167,2.62E-01
0.168,2.72E-01
0.169,2.80E-01
0.17,2.86E-01
0.171,2.88E-01
0.172,2.88E-01
0.173,2.84E-01
0.174,2.78E-01
0.175,2.68E-01
0.176,2.55E-01
0.177,2.39E-01
0.178,2.22E-01
0.179,2.04E-01
0.18,1.85E-01
0.181,1.66E-01
0.182,1.48E-01
0.183,1.29E-01
0.184,1.12E-01
0.185,9.62E-02
0.186,8.15E-02
0.187,6.82E-02
0.188,5.65E-02
0.189,4.64E-02
0.19,3.77E-02
0.191,3.08E-02
0.192,2.54E-02
0.193,2.06E-02
0.194,1.56E-02
0.195,9.70E-03
0.196,2.13E-03
0.197,-7.85E-03
0.198,-2.10E-02
0.199,-3.80E-02
0.2,-5.95E-02
0.201,-8.63E-02
0.202,-1.20E-01
0.203,-1.50E-01
0.204,-1.66E-01
0.205,-1.58E-01
0.206,-1.19E-01
0.207,-4.52E-02
0.208,6.52E-02
0.209,2.11E-01
0.21,3.89E-01
0.211,5.93E-01
0.212,8.07E-01
0.213,9.94E-01
0.214,1.12E+00
0.215,1.17E+00
0.216,1.13E+00
0.217,1.00E+00
0.218,8.17E-01
0.219,5.96E-01
0.22,3.72E-01
0.221,1.68E-01
0.222,-1.05E-03
0.223,-1.26E-01
0.224,-2.04E-01
0.225,-2.36E-01
0.226,-2.35E-01
0.227,-2.11E-01
0.228,-1.74E-01
0.229,-1.30E-01
0.23,-8.66E-02
0.231,-4.77E-02
0.232,-1.64E-02
0.233,5.54E-03
0.234,1.98E-02
0.235,2.91E-02
0.236,3.51E-02
0.237,3.91E-02
0.238,4.22E-02
0.239,4.52E-02
0.24,4.86E-02
0.241,5.26E-02
0.242,5.71E-02
0.243,6.20E-02
0.244,6.73E-02
0.245,7.33E-02
0.246,8.00E-02
0.247,8.75E-02
0.248,9.58E-02
0.249,1.05E-01
0.25,1.15E-01
0.251,1.26E-01
0.252,1.37E-01
0.253,1.50E-01
0.254,1.64E-01
0.255,1.78E-01
0.256,1.94E-01
0.257,2.10E-01
0.258,2.27E-01
0.259,2.44E-01
0.26,2.62E-01
0.261,2.81E-01
0.262,2.99E-01
0.263,3.18E-01
0.264,3.36E-01
0.265,3.54E-01
0.266,3.71E-01
0.267,3.88E-01
0.268,4.04E-01
0.269,4.20E-01
0.27,4.33E-01
0.271,4.46E-01
0.272,4.57E-01
0.273,4.66E-01
0.274,4.74E-01
0.275,4.79E-01
0.276,4.82E-01
0.277,4.83E-01
0.278,4.82E-01
0.279,4.79E-01
0.28,4.74E-01
0.281,4.67E-01
0.282,4.58E-01
0.283,4.47E-01
0.284,4.35E-01
0.285,4.21E-01
0.286,4.06E-01
0.287,3.89E-01
0.288,3.72E-01
0.289,3.54E-01
0.29,3.35E-01
0.291,3.15E-01
0.292,2.96E-01
0.293,2.76E-01
0.294,2.57E-01
0.295,2.39E-01
0.296,2.20E-01
0.297,2.03E-01
0.298,1.86E-01
0.299,1.70E-01
0.3,1.54E-01
0.301,1.40E-01
0.302,1.27E-01
0.303,1.14E-01
0.304,1.03E-01
0.305,9.21E-02
0.306,8.27E-02
0.307,7.41E-02
0.308,6.66E-02
0.309,5.99E-02
0.31,5.40E-02
0.311,4.89E-02
0.312,4.45E-02
0.313,4.06E-02
0.314,3.74E-02
0.315,3.46E-02
0.316,3.23E-02
0.317,3.04E-02
0.318,2.89E-02
0.319,2.77E-02
0.32,2.68E-02
0.321,2.61E-02
0.322,2.56E-02
0.323,2.53E-02
0.324,2.51E-02
0.325,2.51E-02
0.326,2.51E-02
0.327,2.51E-02
0.328,2.53E-02
0.329,2.54E-02
0.33,2.55E-02
0.331,2.57E-02
0.332,2.58E-02
0.333,2.60E-02
0.334,2.61E-02
0.335,2.62E-02
0.336,2.62E-02
0.337,2.63E-02
0.338,2.63E-02
0.339,2.62E-02
0.34,2.61E-02
0.341,2.60E-02
0.342,2.59E-02
0.343,2.58E-02
0.344,2.56E-02
0.345,2.55E-02
0.346,2.54E-02
0.347,2.52E-02
0.348,2.51E-02
0.349,2.51E-02
0.35,2.51E-02
0.351,2.52E-02
0.352,2.53E-02
0.353,2.56E-02
0.354,2.59E-02
0.355,2.65E-02
0.356,2.71E-02
0.357,2.80E-02
0.358,2.90E-02
0.359,3.02E-02
0.36,3.19E-02
0.361,3.40E-02
0.362,3.67E-02
0.363,4.01E-02
0.364,4.42E-02
0.365,4.92E-02
0.366,5.52E-02
0.367,6.23E-02
0.368,7.05E-02
0.369,7.99E-02
0.37,9.07E-02
0.371,1.03E-01
0.372,1.16E-01
0.373,1.32E-01
0.374,1.49E-01
0.375,1.67E-01
0.376,1.87E-01
0.377,2.06E-01
0.378,2.26E-01
0.379,2.46E-01
0.38,2.65E-01
0.381,2.83E-01
0.382,2.99E-01
0.383,3.13E-01
0.384,3.25E-01
0.385,3.35E-01
0.386,3.42E-01
0.387,3.45E-01
0.388,3.45E-01
0.389,3.41E-01
0.39,3.33E-01
0.391,3.22E-01
0.392,3.09E-01
0.393,2.93E-01
0.394,2.76E-01
0.395,2.58E-01
0.396,2.39E-01
0.397,2.21E-01
0.398,2.02E-01
0.399,1.84E-01
0.4,1.67E-01
0.401,1.50E-01
0.402,1.35E-01
0.403,1.22E-01
0.404,1.09E-01
0.405,9.85E-02
0.406,8.93E-02
0.407,8.22E-02
0.408,7.85E-02
0.409,7.58E-02
0.41,7.19E-02
0.411,6.53E-02
0.412,5.49E-02
0.413,4.03E-02
0.414,2.12E-02
0.415,-1.71E-03
0.416,-2.75E-02
0.417,-5.46E-02
0.418,-8.11E-02
0.419,-1.04E-01
0.42,-1.21E-01
0.421,-1.19E-01
0.422,-8.60E-02
0.423,-1.48E-02
0.424,9.76E-02
0.425,2.49E-01
0.426,4.33E-01
0.427,6.38E-01
0.428,8.46E-01
0.429,1.03E+00
0.43,1.15E+00
0.431,1.20E+00
0.432,1.15E+00
0.433,1.02E+00
0.434,8.32E-01
0.435,6.11E-01
0.436,3.85E-01
0.437,1.77E-01
0.438,1.75E-03
0.439,-1.31E-01
0.44,-2.18E-01
0.441,-2.63E-01
0.442,-2.70E-01
0.443,-2.48E-01
0.444,-2.11E-01
0.445,-1.65E-01
0.446,-1.20E-01
0.447,-7.93E-02
0.448,-4.64E-02
0.449,-2.22E-02
0.45,-5.41E-03
0.451,7.12E-03
0.452,1.64E-02
0.453,2.32E-02
0.454,2.82E-02
0.455,3.19E-02
0.456,3.49E-02
0.457,3.75E-02
0.458,4.03E-02
0.459,4.35E-02
0.46,4.74E-02
0.461,5.22E-02
0.462,5.80E-02
0.463,6.50E-02
0.464,7.30E-02
0.465,8.22E-02
0.466,9.22E-02
0.467,1.03E-01
0.468,1.14E-01
0.469,1.27E-01
0.47,1.40E-01
0.471,1.53E-01
0.472,1.68E-01
0.473,1.84E-01
0.474,2.00E-01
0.475,2.17E-01
0.476,2.34E-01
0.477,2.52E-01
0.478,2.70E-01
0.479,2.89E-01
0.48,3.07E-01
0.481,3.26E-01
0.482,3.44E-01
0.483,3.62E-01
0.484,3.79E-01
0.485,3.95E-01
0.486,4.11E-01
0.487,4.25E-01
0.488,4.38E-01
0.489,4.50E-01
0.49,4.59E-01
0.491,4.67E-01
0.492,4.73E-01
0.493,4.77E-01
0.494,4.80E-01
0.495,4.80E-01
0.496,4.77E-01
0.497,4.73E-01
0.498,4.67E-01
0.499,4.59E-01
0.5,4.49E-01
0.501,4.38E-01
0.502,4.24E-01
0.503,4.10E-01
0.504,3.94E-01
0.505,3.77E-01
0.506,3.59E-01
0.507,3.40E-01
0.508,3.21E-01
0.509,3.02E-01
0.51,2.82E-01
0.511,2.63E-01
0.512,2.43E-01
0.513,2.24E-01
0.514,2.06E-01
0.515,1.88E-01
0.516,1.70E-01
0.517,1.54E-01
0.518,1.38E-01
0.519,1.23E-01
0.52,1.09E-01
0.521,9.59E-02
0.522,8.38E-02
0.523,7.26E-02
0.524,6.23E-02
0.525,5.31E-02
0.526,4.47E-02
0.527,3.72E-02
0.528,3.05E-02
0.529,2.45E-02
0.53,1.91E-02
0.531,1.44E-02
0.532,1.03E-02
0.533,6.63E-03
0.534,3.47E-03
0.535,7.26E-04
0.536,-1.63E-03
0.537,-3.64E-03
0.538,-5.35E-03
0.539,-6.77E-03
0.54,-7.96E-03
0.541,-8.94E-03
0.542,-9.74E-03
0.543,-1.04E-02
0.544,-1.09E-02
0.545,-1.13E-02
0.546,-1.16E-02
0.547,-1.18E-02
0.548,-1.19E-02
0.549,-1.20E-02
0.55,-1.21E-02
0.551,-1.21E-02
0.552,-1.21E-02
0.553,-1.21E-02
0.554,-1.20E-02
0.555,-1.19E-02
0.556,-1.18E-02
0.557,-1.17E-02
0.558,-1.15E-02
0.559,-1.14E-02
0.56,-1.12E-02
0.561,-1.11E-02
0.562,-1.09E-02
0.563,-1.08E-02
0.564,-1.07E-02
0.565,-1.06E-02
0.566,-1.04E-02
0.567,-1.03E-02
0.568,-1.02E-02
0.569,-9.98E-03
0.57,-9.79E-03
0.571,-9.55E-03
0.572,-9.27E-03
0.573,-8.93E-03
0.574,-8.52E-03
0.575,-8.03E-03
0.576,-7.44E-03
0.577,-6.74E-03
0.578,-5.92E-03
0.579,-4.96E-03
0.58,-3.77E-03
0.581,-2.24E-03
0.582,-2.46E-04
0.583,2.30E-03
0.584,5.52E-03
0.585,9.49E-03
0.586,1.43E-02
0.587,2.01E-02
0.588,2.69E-02
0.589,3.49E-02
0.59,4.41E-02
0.591,5.45E-02
0.592,6.64E-02
0.593,7.97E-02
0.594,9.46E-02
0.595,1.11E-01
0.596,1.28E-01
0.597,1.46E-01
0.598,1.64E-01
0.599,1.82E-01
0.6,2.00E-01
0.601,2.17E-01
0.602,2.32E-01
0.603,2.46E-01
0.604,2.58E-01
0.605,2.68E-01
0.606,2.75E-01
0.607,2.79E-01
0.608,2.79E-01
0.609,2.76E-01
0.61,2.70E-01
0.611,2.60E-01
0.612,2.48E-01
0.613,2.34E-01
0.614,2.17E-01
0.615,2.00E-01
0.616,1.82E-01
0.617,1.63E-01
0.618,1.43E-01
0.619,1.25E-01
0.62,1.06E-01
0.621,8.84E-02
0.622,7.18E-02
0.623,5.65E-02
0.624,4.27E-02
0.625,3.06E-02
0.626,1.97E-02
0.627,1.04E-02
0.628,2.58E-03
0.629,-3.92E-03
0.63,-9.40E-03
0.631,-1.44E-02
0.632,-1.95E-02
0.633,-2.56E-02
0.634,-3.37E-02
0.635,-4.50E-02
0.636,-6.08E-02
0.637,-8.27E-02
0.638,-1.10E-01
0.639,-1.41E-01
0.64,-1.68E-01
0.641,-1.87E-01
0.642,-1.91E-01
0.643,-1.74E-01
0.644,-1.27E-01
0.645,-4.26E-02
0.646,8.09E-02
0.647,2.43E-01
0.648,4.35E-01
0.649,6.44E-01
0.65,8.48E-01
0.651,1.02E+00
0.652,1.13E+00
0.653,1.15E+00
0.654,1.09E+00
0.655,9.45E-01
0.656,7.47E-01
0.657,5.23E-01
0.658,2.98E-01
0.659,9.44E-02
0.66,-7.42E-02
0.661,-2.00E-01
0.662,-2.81E-01
0.663,-3.19E-01
0.664,-3.23E-01
0.665,-3.04E-01
0.666,-2.69E-01
0.667,-2.25E-01
0.668,-1.80E-01
0.669,-1.38E-01
0.67,-1.04E-01
0.671,-8.06E-02
0.672,-6.47E-02
0.673,-5.42E-02
0.674,-4.73E-02
0.675,-4.27E-02
0.676,-3.91E-02
0.677,-3.58E-02
0.678,-3.24E-02
0.679,-2.88E-02
0.68,-2.49E-02
0.681,-2.05E-02
0.682,-1.55E-02
0.683,-9.93E-03
0.684,-3.71E-03
0.685,3.21E-03
0.686,1.09E-02
0.687,1.93E-02
0.688,2.85E-02
0.689,3.86E-02
0.69,4.95E-02
0.691,6.12E-02
0.692,7.38E-02
0.693,8.72E-02
0.694,1.01E-01
0.695,1.17E-01
0.696,1.33E-01
0.697,1.50E-01
0.698,1.67E-01
0.699,1.85E-01
0.7,2.03E-01
0.701,2.21E-01
0.702,2.39E-01
0.703,2.57E-01
0.704,2.75E-01
0.705,2.92E-01
0.706,3.08E-01
0.707,3.24E-01
0.708,3.39E-01
0.709,3.52E-01
0.71,3.65E-01
0.711,3.76E-01
0.712,3.86E-01
0.713,3.94E-01
0.714,4.00E-01
0.715,4.05E-01
0.716,4.08E-01
0.717,4.08E-01
0.718,4.07E-01
0.719,4.03E-01
0.72,3.97E-01
0.721,3.89E-01
0.722,3.79E-01
0.723,3.68E-01
0.724,3.55E-01
0.725,3.41E-01
0.726,3.25E-01
0.727,3.09E-01
0.728,2.92E-01
0.729,2.74E-01
0.73,2.55E-01
0.731,2.36E-01
0.732,2.17E-01
0.733,1.97E-01
0.734,1.78E-01
0.735,1.59E-01
0.736,1.40E-01
0.737,1.21E-01
0.738,1.03E-01
0.739,8.53E-02
0.74,6.87E-02
0.741,5.29E-02
0.742,3.82E-02
0.743,2.46E-02
0.744,1.19E-02
0.745,1.09E-04
0.746,-1.07E-02
0.747,-2.07E-02
0.748,-2.98E-02
0.749,-3.81E-02
0.75,-4.56E-02
0.751,-5.25E-02
0.752,-5.86E-02
0.753,-6.40E-02
0.754,-6.88E-02
0.755,-7.31E-02
0.756,-7.68E-02
0.757,-8.00E-02
0.758,-8.28E-02
0.759,-8.51E-02
0.76,-8.71E-02
0.761,-8.87E-02
0.762,-9.01E-02
0.763,-9.13E-02
0.764,-9.22E-02
0.765,-9.30E-02
0.766,-9.38E-02
0.767,-9.44E-02
0.768,-9.49E-02
0.769,-9.53E-02
0.77,-9.57E-02
0.771,-9.60E-02
0.772,-9.63E-02
0.773,-9.64E-02
0.774,-9.66E-02
0.775,-9.67E-02
0.776,-9.68E-02
0.777,-9.69E-02
0.778,-9.70E-02
0.779,-9.71E-02
0.78,-9.71E-02
0.781,-9.71E-02
0.782,-9.72E-02
0.783,-9.72E-02
0.784,-9.72E-02
0.785,-9.72E-02
0.786,-9.72E-02
0.787,-9.71E-02
0.788,-9.71E-02
0.789,-9.70E-02
0.79,-9.69E-02
0.791,-9.67E-02
0.792,-9.65E-02
0.793,-9.63E-02
0.794,-9.60E-02
0.795,-9.56E-02
0.796,-9.53E-02
0.797,-9.49E-02
0.798,-9.44E-02
0.799,-9.38E-02
0.8,-9.31E-02
0.801,-9.22E-02
0.802,-9.10E-02
0.803,-8.96E-02
0.804,-8.78E-02
0.805,-8.56E-02
0.806,-8.28E-02
0.807,-7.95E-02
0.808,-7.55E-02
0.809,-7.09E-02
0.81,-6.53E-02
0.811,-5.87E-02
0.812,-5.09E-02
0.813,-4.17E-02
0.814,-3.10E-02
0.815,-1.89E-02
0.816,-5.34E-03
0.817,9.59E-03
0.818,2.58E-02
0.819,4.30E-02
0.82,6.11E-02
0.821,7.98E-02
0.822,9.88E-02
0.823,1.18E-01
0.824,1.36E-01
0.825,1.54E-01
0.826,1.70E-01
0.827,1.84E-01
0.828,1.96E-01
0.829,2.05E-01
0.83,2.11E-01
0.831,2.14E-01
0.832,2.13E-01
0.833,2.10E-01
0.834,2.03E-01
0.835,1.93E-01
0.836,1.81E-01
0.837,1.66E-01
0.838,1.50E-01
0.839,1.32E-01
0.84,1.13E-01
0.841,9.36E-02
0.842,7.42E-02
0.843,5.50E-02
0.844,3.65E-02
0.845,1.90E-02
0.846,2.60E-03
0.847,-1.27E-02
0.848,-2.67E-02
0.849,-3.91E-02
0.85,-4.98E-02
0.851,-5.88E-02
0.852,-6.61E-02
0.853,-7.22E-02
0.854,-7.73E-02
0.855,-8.22E-02
0.856,-8.76E-02
0.857,-9.43E-02
0.858,-1.03E-01
0.859,-1.16E-01
0.86,-1.34E-01
0.861,-1.68E-01
0.862,-2.12E-01
0.863,-2.54E-01
0.864,-2.85E-01
0.865,-2.98E-01
0.866,-2.88E-01
0.867,-2.49E-01
0.868,-1.80E-01
0.869,-8.05E-02
0.87,4.94E-02
0.871,2.07E-01
0.872,3.87E-01
0.873,5.84E-01
0.874,7.88E-01
0.875,9.62E-01
0.876,1.07E+00
0.877,1.10E+00
0.878,1.04E+00
0.879,9.06E-01
0.88,7.11E-01
0.881,4.87E-01
0.882,2.63E-01
0.883,6.20E-02
0.884,-1.02E-01
0.885,-2.20E-01
0.886,-2.93E-01
0.887,-3.22E-01
0.888,-3.17E-01
0.889,-2.90E-01
0.89,-2.50E-01
0.891,-2.05E-01
0.892,-1.62E-01
0.893,-1.24E-01
0.894,-9.45E-02
0.895,-7.36E-02
0.896,-5.97E-02
0.897,-5.03E-02
0.898,-4.42E-02
0.899,-4.01E-02
0.9,-3.70E-02
0.901,-3.42E-02
0.902,-3.10E-02
0.903,-2.73E-02
0.904,-2.28E-02
0.905,-1.76E-02
0.906,-1.20E-02
0.907,-6.00E-03
0.908,6.22E-04
0.909,7.95E-03
0.91,1.60E-02
0.911,2.49E-02
0.912,3.46E-02
0.913,4.52E-02
0.914,5.66E-02
0.915,6.89E-02
0.916,8.21E-02
0.917,9.60E-02
0.918,1.11E-01
0.919,1.26E-01
0.92,1.43E-01
0.921,1.60E-01
0.922,1.77E-01
0.923,1.95E-01
0.924,2.13E-01
0.925,2.31E-01
0.926,2.49E-01
0.927,2.66E-01
0.928,2.83E-01
0.929,2.99E-01
0.93,3.14E-01
0.931,3.28E-01
0.932,3.41E-01
0.933,3.53E-01
0.934,3.63E-01
0.935,3.71E-01
0.936,3.78E-01
0.937,3.83E-01
0.938,3.86E-01
0.939,3.87E-01
0.94,3.86E-01
0.941,3.82E-01
0.942,3.77E-01
0.943,3.69E-01
0.944,3.59E-01
0.945,3.48E-01
0.946,3.35E-01
0.947,3.20E-01
0.948,3.05E-01
0.949,2.88E-01
0.95,2.71E-01
0.951,2.53E-01
0.952,2.35E-01
0.953,2.16E-01
0.954,1.97E-01
0.955,1.78E-01
0.956,1.59E-01
0.957,1.40E-01
0.958,1.22E-01
0.959,1.04E-01
0.96,8.70E-02
0.961,7.05E-02
0.962,5.47E-02
0.963,3.99E-02
0.964,2.61E-02
0.965,1.34E-02
0.966,1.72E-03
0.967,-8.88E-03
0.968,-1.85E-02
0.969,-2.72E-02
0.97,-3.50E-02
0.971,-4.20E-02
0.972,-4.82E-02
0.973,-5.37E-02
0.974,-5.85E-02
0.975,-6.27E-02
0.976,-6.63E-02
0.977,-6.93E-02
0.978,-7.19E-02
0.979,-7.40E-02
0.98,-7.57E-02
0.981,-7.70E-02
0.982,-7.80E-02
0.983,-7.87E-02
0.984,-7.91E-02
0.985,-7.94E-02
0.986,-7.94E-02
0.987,-7.94E-02
0.988,-7.92E-02
0.989,-7.89E-02
0.99,-7.86E-02
0.991,-7.83E-02
0.992,-7.78E-02
0.993,-7.74E-02
0.994,-7.69E-02
0.995,-7.63E-02
0.996,-7.58E-02
0.997,-7.52E-02
0.998,-7.46E-02
0.999,-7.40E-02
1,-7.34E-02
1.001,-7.28E-02
1.002,-7.22E-02
1.003,-7.16E-02
1.004,-7.10E-02
1.005,-7.04E-02
1.006,-6.98E-02
1.007,-6.92E-02
1.008,-6.86E-02
1.009,-6.81E-02
1.01,-6.75E-02
1.011,-6.69E-02
1.012,-6.63E-02
1.013,-6.57E-02
1.014,-6.51E-02
1.015,-6.44E-02
1.016,-6.37E-02
1.017,-6.30E-02
1.018,-6.22E-02
1.019,-6.13E-02
1.02,-6.03E-02
1.021,-5.90E-02
1.022,-5.76E-02
1.023,-5.59E-02
1.024,-5.38E-02
1.025,-5.12E-02
1.026,-4.81E-02
1.027,-4.43E-02
1.028,-3.98E-02
1.029,-3.44E-02
1.03,-2.79E-02
1.031,-2.04E-02
1.032,-1.14E-02
1.033,-1.09E-03
1.034,1.07E-02
1.035,2.40E-02
1.036,3.87E-02
1.037,5.47E-02
1.038,7.19E-02
1.039,8.99E-02
1.04,1.09E-01
1.041,1.28E-01
1.042,1.47E-01
1.043,1.65E-01
1.044,1.82E-01
1.045,1.98E-01
1.046,2.12E-01
1.047,2.23E-01
1.048,2.32E-01
1.049,2.37E-01
1.05,2.39E-01
1.051,2.38E-01
1.052,2.33E-01
1.053,2.26E-01
1.054,2.15E-01
1.055,2.02E-01
1.056,1.87E-01
1.057,1.70E-01
1.058,1.52E-01
1.059,1.33E-01
1.06,1.14E-01
1.061,9.56E-02
1.062,7.77E-02
1.063,6.08E-02
1.064,4.51E-02
1.065,3.08E-02
1.066,1.80E-02
1.067,6.71E-03
1.068,-2.98E-03
1.069,-1.12E-02
1.07,-1.81E-02
1.071,-2.39E-02
1.072,-2.86E-02
1.073,-3.27E-02
1.074,-3.76E-02
1.075,-4.43E-02
1.076,-5.40E-02
1.077,-6.76E-02
1.078,-8.56E-02
1.079,-1.09E-01
1.08,-1.38E-01
1.081,-1.69E-01
1.082,-1.94E-01
1.083,-2.05E-01
1.084,-1.96E-01
1.085,-1.61E-01
1.086,-9.19E-02
1.087,1.48E-02
1.088,1.64E-01
1.089,3.51E-01
1.09,5.58E-01
1.091,7.62E-01
1.092,9.41E-01
1.093,1.07E+00
1.094,1.12E+00
1.095,1.07E+00
1.096,9.38E-01
1.097,7.53E-01
1.098,5.36E-01
1.099,3.12E-01
1.1,1.07E-01
1.101,-5.79E-02
1.102,-1.78E-01
1.103,-2.53E-01
1.104,-2.86E-01
1.105,-2.83E-01
1.106,-2.54E-01
1.107,-2.12E-01
1.108,-1.65E-01
1.109,-1.20E-01
1.11,-8.22E-02
1.111,-5.36E-02
1.112,-3.45E-02
1.113,-2.29E-02
1.114,-1.54E-02
1.115,-9.98E-03
1.116,-6.01E-03
1.117,-2.73E-03
1.118,4.54E-04
1.119,3.94E-03
1.12,7.98E-03
1.121,1.27E-02
1.122,1.79E-02
1.123,2.37E-02
1.124,3.01E-02
1.125,3.74E-02
1.126,4.54E-02
1.127,5.43E-02
1.128,6.40E-02
1.129,7.47E-02
1.13,8.63E-02
1.131,9.88E-02
1.132,1.12E-01
1.133,1.27E-01
1.134,1.42E-01
1.135,1.58E-01
1.136,1.75E-01
1.137,1.93E-01
1.138,2.11E-01
1.139,2.30E-01
1.14,2.49E-01
1.141,2.68E-01
1.142,2.86E-01
1.143,3.05E-01
1.144,3.22E-01
1.145,3.39E-01
1.146,3.55E-01
1.147,3.71E-01
1.148,3.84E-01
1.149,3.97E-01
1.15,4.08E-01
1.151,4.18E-01
1.152,4.25E-01
1.153,4.31E-01
1.154,4.35E-01
1.155,4.37E-01
1.156,4.37E-01
1.157,4.34E-01
1.158,4.29E-01
1.159,4.21E-01
1.16,4.12E-01
1.161,4.01E-01
1.162,3.88E-01
1.163,3.74E-01
1.164,3.59E-01
1.165,3.42E-01
1.166,3.25E-01
1.167,3.07E-01
1.168,2.89E-01
1.169,2.70E-01
1.17,2.51E-01
1.171,2.32E-01
1.172,2.14E-01
1.173,1.95E-01
1.174,1.77E-01
1.175,1.59E-01
1.176,1.42E-01
1.177,1.26E-01
1.178,1.11E-01
1.179,9.65E-02
1.18,8.32E-02
1.181,7.10E-02
1.182,5.99E-02
1.183,4.98E-02
1.184,4.07E-02
1.185,3.26E-02
1.186,2.53E-02
1.187,1.88E-02
1.188,1.32E-02
1.189,8.24E-03
1.19,3.98E-03
1.191,3.56E-04
1.192,-2.68E-03
1.193,-5.19E-03
1.194,-7.20E-03
1.195,-8.77E-03
1.196,-9.94E-03
1.197,-1.08E-02
1.198,-1.13E-02
1.199,-1.15E-02
1.2,-1.15E-02
1.201,-1.14E-02
1.202,-1.10E-02
1.203,-1.06E-02
1.204,-1.01E-02
1.205,-9.59E-03
1.206,-8.98E-03
1.207,-8.33E-03
1.208,-7.65E-03
1.209,-6.94E-03
1.21,-6.21E-03
1.211,-5.47E-03
1.212,-4.74E-03
1.213,-4.01E-03
1.214,-3.30E-03
1.215,-2.60E-03
1.216,-1.93E-03
1.217,-1.28E-03
1.218,-6.44E-04
1.219,-3.06E-05
1.22,5.64E-04
1.221,1.14E-03
1.222,1.71E-03
1.223,2.26E-03
1.224,2.81E-03
1.225,3.36E-03
1.226,3.91E-03
1.227,4.47E-03
1.228,5.08E-03
