Elapsed time,ii
0.419,1.17E-01
0.42,6.12E-02
0.421,1.21E-01
0.422,6.50E-02
0.423,6.62E-02
0.424,9.19E-02
0.425,1.18E-01
0.426,4.37E-02
0.427,7.06E-02
0.428,1.02E-01
0.429,1.01E-01
0.43,8.53E-02
0.431,7.19E-02
0.432,7.62E-02
0.433,1.13E-01
0.434,6.54E-02
0.435,4.45E-02
0.436,8.17E-02
0.437,6.01E-02
0.438,8.62E-02
0.439,5.01E-02
0.44,9.31E-02
0.441,5.47E-02
0.442,4.94E-02
0.443,5.07E-02
0.444,7.63E-02
0.445,1.03E-01
0.446,7.51E-02
0.447,7.32E-02
0.448,2.48E-02
0.449,1.13E-01
0.45,5.48E-02
0.451,1.13E-01
0.452,3.68E-02
0.453,5.50E-02
0.454,9.34E-02
0.455,8.40E-02
0.456,1.31E-01
0.457,6.79E-02
0.458,7.37E-02
0.459,5.99E-02
0.46,3.60E-02
0.461,8.95E-02
0.462,6.16E-02
0.463,6.11E-02
0.464,7.64E-02
0.465,7.38E-02
0.466,6.45E-02
0.467,1.10E-01
0.468,8.35E-02
0.469,4.92E-02
0.47,1.35E-01
0.471,1.10E-01
0.472,7.94E-02
0.473,1.26E-01
0.474,7.80E-02
0.475,7.16E-02
0.476,3.25E-02
0.477,5.87E-02
0.478,4.37E-02
0.479,7.18E-02
0.48,7.19E-02
0.481,7.17E-02
0.482,5.11E-02
0.483,1.07E-01
0.484,9.89E-02
0.485,7.53E-02
0.486,2.96E-02
0.487,6.23E-02
0.488,7.99E-02
0.489,4.73E-02
0.49,8.20E-02
0.491,3.93E-02
0.492,5.49E-02
0.493,7.34E-02
0.494,9.25E-02
0.495,1.10E-01
0.496,1.11E-01
0.497,9.04E-02
0.498,4.49E-02
0.499,3.56E-02
0.5,9.92E-02
0.501,7.81E-02
0.502,3.74E-02
0.503,8.15E-02
0.504,6.00E-02
0.505,1.25E-01
0.506,7.00E-02
0.507,9.81E-02
0.508,4.12E-02
0.509,5.05E-02
0.51,9.83E-02
0.511,3.66E-02
0.512,6.17E-02
0.513,3.42E-02
0.514,9.42E-02
0.515,7.05E-02
0.516,1.06E-01
0.517,1.05E-01
0.518,1.32E-01
0.519,5.01E-02
0.52,1.17E-01
0.521,1.00E-01
0.522,5.72E-02
0.523,4.96E-02
0.524,7.99E-02
0.525,3.77E-02
0.526,1.24E-01
0.527,1.13E-01
0.528,4.71E-02
0.529,6.48E-02
0.53,7.79E-02
0.531,9.52E-02
0.532,6.71E-02
0.533,9.13E-02
0.534,4.89E-02
0.535,6.48E-02
0.536,3.53E-02
0.537,8.80E-02
0.538,3.20E-02
0.539,7.34E-02
0.54,5.77E-02
0.541,3.45E-02
0.542,5.17E-02
0.543,6.41E-02
0.544,1.19E-01
0.545,6.70E-02
0.546,9.33E-02
0.547,1.58E-01
0.548,7.01E-01
0.549,7.31E-01
0.55,-1.43E-01
0.551,8.42E-01
0.552,7.19E-01
0.553,9.63E-01
0.554,7.57E-01
0.555,-7.18E-01
0.556,-8.98E-01
0.557,-3.60E-01
0.558,1.13E-01
0.559,-2.18E-02
0.56,-4.31E-01
0.561,8.29E-01
0.562,-1.87E-01
0.563,1.04E+00
0.564,5.46E-01
0.565,-3.39E-01
0.566,-1.08E+00
0.567,4.43E-01
0.568,-3.63E-01
0.569,3.72E-01
0.57,4.60E-01
0.571,2.98E-01
0.572,-5.73E-01
0.573,-5.77E-01
0.574,9.86E-01
0.575,4.92E-01
0.576,-5.43E-01
0.577,-7.34E-01
0.578,4.38E-01
0.579,4.94E-01
0.58,-3.43E-04
0.581,-3.31E-01
0.582,-4.11E-01
0.583,4.25E-01
0.584,8.34E-02
0.585,4.10E-01
0.586,7.55E-01
0.587,6.70E-01
0.588,-7.10E-01
0.589,5.48E-01
0.59,4.48E-01
0.591,7.58E-01
0.592,3.00E-01
0.593,6.02E-01
0.594,6.14E-01
0.595,2.91E-01
0.596,-7.87E-01
0.597,-8.21E-01
0.598,7.77E-01
0.599,-1.03E+00
0.6,5.55E-01
0.601,5.65E-01
0.602,8.02E-01
0.603,6.36E-01
0.604,-7.75E-01
0.605,3.78E-01
0.606,-8.91E-02
0.607,-8.70E-01
0.608,3.66E-02
0.609,7.47E-01
0.61,4.93E-01
0.611,6.50E-01
0.612,-8.49E-01
0.613,-1.98E-01
0.614,-1.03E-01
0.615,-1.01E+00
0.616,2.11E-01
0.617,5.78E-01
0.618,-5.32E-01
0.619,3.07E-01
0.62,-5.37E-01
0.621,-5.82E-01
0.622,-2.05E-01
0.623,-6.48E-01
0.624,-2.20E-01
0.625,3.90E-01
0.626,5.05E-01
0.627,9.05E-01
0.628,3.62E-01
0.629,-8.59E-01
0.63,-3.98E-01
0.631,4.07E-01
0.632,5.63E-01
0.633,7.58E-01
0.634,-9.87E-01
0.635,8.11E-01
0.636,-3.16E-01
0.637,9.33E-01
0.638,4.41E-02
0.639,-3.80E-01
0.64,2.23E-01
0.641,1.95E-01
0.642,8.51E-01
0.643,-4.97E-01
0.644,-8.09E-02
0.645,5.49E-01
0.646,9.63E-03
0.647,-2.15E-01
0.648,9.05E-02
0.649,-4.28E-01
0.65,-5.70E-01
0.651,-6.76E-03
0.652,7.85E-01
0.653,-7.12E-01
0.654,-9.61E-01
0.655,-1.54E-01
0.656,1.40E+00
0.657,3.96E-01
0.658,1.59E-01
0.659,-1.74E-01
0.66,1.00E+00
0.661,8.21E-01
0.662,9.62E-01
0.663,7.28E-01
0.664,7.77E-01
0.665,1.28E-01
0.666,1.07E+00
0.667,-4.89E-03
0.668,7.14E-01
0.669,5.03E-01
0.67,-1.70E-02
0.671,-8.93E-01
0.672,4.39E-01
0.673,-2.40E-01
0.674,4.51E-01
0.675,5.16E-01
0.676,-6.54E-01
0.677,2.26E-01
0.678,5.93E-01
0.679,-5.72E-01
0.68,-3.24E-01
0.681,-2.77E-01
0.682,-3.71E-01
0.683,-3.10E-01
0.684,-1.35E-01
0.685,-2.27E-01
0.686,-1.75E-01
0.687,2.30E-01
0.688,7.91E-01
0.689,5.34E-01
0.69,-9.92E-03
0.691,-3.39E-01
0.692,-6.58E-02
0.693,-6.16E-03
0.694,9.24E-01
0.695,6.78E-02
0.696,-3.53E-01
0.697,1.17E-01
0.698,2.48E-01
0.699,-9.83E-01
0.7,-4.73E-01
0.701,-6.47E-01
0.702,-7.53E-01
0.703,-4.34E-01
0.704,1.85E-01
0.705,1.03E+00
0.706,2.88E-01
0.707,-7.83E-02
0.708,-2.28E-01
0.709,-7.35E-02
0.71,-4.46E-01
0.711,7.02E-01
0.712,2.01E-01
0.713,7.64E-01
0.714,-3.51E-01
0.715,7.87E-01
0.716,-8.72E-02
0.717,2.94E-01
0.718,4.47E-01
0.719,1.54E-01
0.72,3.61E-01
0.721,-2.99E-01
0.722,3.89E-01
0.723,8.45E-01
0.724,-5.71E-01
0.725,-1.72E-01
0.726,8.61E-01
0.727,-3.33E-01
0.728,4.58E-02
0.729,-1.35E-01
0.73,-6.71E-01
0.731,9.64E-01
0.732,-5.51E-01
0.733,-8.34E-01
0.734,2.50E-01
0.735,-5.97E-02
0.736,-5.27E-01
0.737,5.63E-01
0.738,1.84E-01
0.739,-2.05E-01
0.74,-8.46E-01
0.741,7.69E-01
0.742,2.88E-01
0.743,-6.95E-01
0.744,-1.63E-01
0.745,8.80E-01
0.746,4.19E-01
0.747,-7.61E-01
0.748,3.62E-01
0.749,-5.50E-01
0.75,3.54E-01
0.751,1.78E-02
0.752,-2.28E-01
0.753,-3.58E-01
0.754,-5.96E-01
0.755,5.42E-01
0.756,1.01E+00
0.757,-1.35E-01
0.758,6.36E-01
0.759,5.08E-01
0.76,6.82E-01
0.761,6.34E-01
0.762,4.17E-01
0.763,-5.70E-03
0.764,-7.11E-01
0.765,-2.43E-01
0.766,8.43E-01
0.767,7.33E-01
0.768,-5.15E-01
0.769,-5.44E-01
0.77,8.94E-01
0.771,7.16E-01
0.772,-1.97E-01
0.773,6.16E-01
0.774,-1.68E-01
0.775,7.55E-01
0.776,-5.23E-01
0.777,-5.46E-01
0.778,-9.42E-01
0.779,-4.66E-01
0.78,-5.25E-01
0.781,1.98E-01
0.782,5.70E-01
0.783,-2.62E-01
0.784,1.95E-01
0.785,6.26E-02
0.786,2.38E-01
0.787,-3.44E-01
0.788,-7.87E-01
0.789,6.72E-01
0.79,-3.80E-01
0.791,9.28E-02
0.792,6.06E-01
0.793,-8.08E-02
0.794,-1.27E-01
0.795,-1.14E-01
0.796,6.16E-01
0.797,8.92E-01
0.798,6.65E-01
0.799,4.05E-02
0.8,1.49E-01
0.801,-5.22E-01
0.802,4.36E-01
0.803,-5.40E-01
0.804,1.25E-01
0.805,9.04E-02
0.806,1.39E-01
0.807,9.37E-02
0.808,8.80E-02
0.809,1.15E-01
0.81,4.38E-02
0.811,7.54E-02
0.812,1.35E-01
0.813,6.23E-02
0.814,5.74E-02
0.815,6.63E-02
0.816,7.84E-02
0.817,7.46E-02
0.818,1.04E-01
0.819,3.52E-02
0.82,7.93E-02
0.821,1.77E-02
0.822,7.67E-02
0.823,1.28E-01
0.824,5.55E-02
0.825,6.32E-02
0.826,5.04E-02
0.827,6.59E-02
0.828,8.16E-02
0.829,4.72E-02
0.83,9.15E-02
0.831,1.23E-01
0.832,7.32E-02
0.833,8.53E-02
0.834,9.48E-02
0.835,3.18E-02
0.836,6.89E-02
0.837,4.75E-02
0.838,5.94E-02
0.839,4.26E-02
0.84,8.84E-02
0.841,1.06E-01
0.842,8.75E-02
0.843,7.02E-02
0.844,5.93E-02
0.845,8.87E-02
0.846,7.02E-02
0.847,7.22E-02
0.848,5.50E-02
0.849,4.92E-02
0.85,3.00E-02
0.851,4.31E-02
0.852,1.41E-01
0.853,2.82E-02
0.854,1.24E-01
0.855,7.34E-02
0.856,8.33E-02
0.857,5.33E-02
0.858,1.16E-01
0.859,1.21E-01
0.86,1.12E-01
0.861,9.15E-02
0.862,9.39E-02
0.863,3.72E-02
0.864,5.16E-02
0.865,9.36E-02
0.866,1.17E-01
0.867,5.12E-02
0.868,5.49E-02
0.869,8.31E-02
0.87,7.68E-02
0.871,1.13E-01
0.872,6.80E-02
0.873,7.80E-02
0.874,5.51E-02
0.875,6.30E-02
0.876,5.63E-02
0.877,6.43E-02
0.878,2.41E-02
0.879,5.19E-02
0.88,2.08E-02
0.881,1.01E-01
0.882,4.19E-02
0.883,9.22E-02
0.884,7.57E-02
0.885,7.05E-02
0.886,6.41E-02
0.887,6.61E-02
0.888,1.07E-01
0.889,5.87E-02
0.89,4.23E-02
0.891,8.64E-02
0.892,9.06E-02
0.893,7.36E-02
0.894,5.88E-02
0.895,8.90E-02
0.896,6.55E-02
0.897,8.51E-02
0.898,5.48E-02
0.899,7.69E-02
0.9,3.76E-02
0.901,8.03E-02
0.902,8.87E-02
0.903,4.81E-02
0.904,1.03E-01
0.905,6.35E-02
0.906,1.18E-01
0.907,8.55E-02
0.908,7.66E-02
0.909,1.07E-01
0.91,1.06E-01
0.911,6.30E-02
0.912,9.20E-02
0.913,8.62E-02
0.914,2.95E-02
0.915,1.31E-01
0.916,4.67E-02
0.917,8.07E-02
0.918,4.84E-02
0.919,3.87E-02
0.92,1.06E-01
0.921,5.48E-02
0.922,8.00E-02
0.923,6.70E-02
0.924,3.47E-02
0.925,1.27E-01
0.926,8.00E-02
0.927,8.97E-02
0.928,1.15E-01
0.929,1.08E-01
0.93,9.27E-02
0.931,6.03E-02
0.932,6.91E-02
0.933,8.29E-02
0.934,6.00E-02
0.935,1.08E-01
0.936,4.03E-02
0.937,5.57E-02
0.938,1.08E-01
0.939,8.94E-02
0.94,1.14E-01
0.941,1.06E-01
0.942,3.53E-02
0.943,4.22E-02
0.944,9.51E-02
0.945,9.06E-02
0.946,8.03E-02
0.947,6.84E-02
0.948,9.38E-02
0.949,6.76E-02
0.95,7.86E-01
0.951,7.19E-02
0.952,-3.75E-01
0.953,-3.99E-01
0.954,1.71E-01
0.955,4.94E-01
0.956,-3.28E-01
0.957,3.36E-01
0.958,1.05E+00
0.959,-6.28E-01
0.96,2.82E-01
0.961,8.04E-01
0.962,-6.09E-01
0.963,3.09E-01
0.964,-1.29E-01
0.965,-6.00E-01
0.966,-4.09E-01
0.967,-5.94E-01
0.968,-4.13E-01
0.969,-4.63E-01
0.97,-7.88E-01
0.971,2.57E-01
0.972,8.34E-01
0.973,-1.07E-01
0.974,5.65E-01
0.975,2.98E-01
0.976,7.87E-01
0.977,4.47E-01
0.978,-5.25E-01
0.979,-6.47E-01
0.98,8.43E-01
0.981,-5.05E-02
0.982,-5.66E-01
0.983,-9.45E-01
0.984,1.00E+00
0.985,1.38E-02
0.986,1.96E-01
0.987,-1.61E-01
0.988,-4.70E-01
0.989,-7.88E-01
0.99,6.32E-03
0.991,-2.13E-01
0.992,5.67E-01
0.993,3.86E-01
0.994,-1.82E-01
0.995,5.59E-01
0.996,-7.23E-01
0.997,9.70E-01
0.998,6.21E-02
0.999,2.01E-04
1,8.34E-01
1.001,-7.16E-01
1.002,9.74E-01
1.003,7.26E-01
1.004,5.18E-01
1.005,-9.45E-02
1.006,5.46E-01
1.007,-4.89E-01
1.008,-5.29E-01
1.009,1.07E+00
1.01,7.19E-01
1.011,6.10E-01
1.012,7.88E-01
1.013,3.99E-01
1.014,5.33E-01
1.015,1.06E-01
1.016,4.57E-01
1.017,3.01E-02
1.018,4.74E-02
1.019,-7.63E-03
1.02,2.83E-01
1.021,-8.47E-01
1.022,-8.53E-01
1.023,-2.25E-01
1.024,-2.34E-01
1.025,-1.02E+00
1.026,-4.75E-01
1.027,-3.14E-01
1.028,-1.31E-01
1.029,4.43E-01
1.03,6.11E-01
1.031,-1.19E-01
1.032,2.12E-01
1.033,6.82E-01
1.034,-4.25E-01
1.035,-5.87E-01
1.036,-5.91E-01
1.037,-9.05E-01
1.038,4.36E-01
1.039,-5.44E-01
1.04,9.42E-01
1.041,-7.49E-01
1.042,-7.03E-02
1.043,-9.17E-01
1.044,5.52E-01
1.045,-6.25E-02
1.046,5.81E-01
1.047,7.35E-01
1.048,1.29E-01
1.049,5.14E-01
1.05,-3.96E-01
1.051,-7.66E-01
1.052,-4.38E-01
1.053,5.04E-01
1.054,1.05E+00
1.055,6.05E-02
1.056,2.41E-02
1.057,-4.01E-01
1.058,-5.02E-01
1.059,2.60E-01
1.06,1.14E+00
1.061,-2.86E-01
1.062,-4.86E-01
1.063,6.20E-01
1.064,-5.75E-01
1.065,1.03E+00
1.066,-6.21E-01
1.067,-1.89E-01
1.068,1.76E-01
1.069,-6.62E-01
1.07,3.25E-01
1.071,6.17E-01
1.072,-3.02E-01
1.073,5.26E-01
1.074,5.77E-02
1.075,-4.08E-01
1.076,9.95E-02
1.077,1.12E+00
1.078,1.78E-01
1.079,5.37E-01
1.08,-4.14E-01
1.081,1.49E-01
1.082,3.76E-01
1.083,-6.57E-01
1.084,-6.29E-01
1.085,1.17E+00
1.086,-8.45E-01
1.087,-6.34E-01
1.088,5.76E-01
1.089,-5.06E-02
1.09,-6.82E-01
1.091,1.25E+00
1.092,-1.79E-01
1.093,7.50E-01
1.094,-9.21E-02
1.095,8.92E-01
1.096,-3.12E-01
1.097,1.03E+00
1.098,-6.87E-01
1.099,1.73E-01
1.1,-2.40E-01
1.101,3.20E-01
1.102,1.55E-01
1.103,-7.30E-02
1.104,-7.55E-01
1.105,4.10E-02
1.106,-1.07E+00
1.107,-6.89E-01
1.108,-2.96E-01
1.109,9.02E-01
1.11,1.91E-01
1.111,6.30E-01
1.112,4.37E-01
1.113,8.55E-01
1.114,7.88E-01
1.115,8.44E-01
1.116,-4.82E-01
1.117,6.19E-01
1.118,-5.01E-01
1.119,-4.81E-01
1.12,-6.98E-01
1.121,2.88E-01
1.122,5.01E-01
1.123,-9.21E-01
1.124,1.58E-02
1.125,-9.07E-01
1.126,-1.00E-01
1.127,3.49E-01
1.128,-2.78E-01
1.129,1.02E+00
1.13,7.63E-01
1.131,-5.09E-01
1.132,-9.84E-02
1.133,7.95E-01
1.134,9.29E-01
1.135,-1.53E-01
1.136,-3.09E-01
1.137,-4.38E-01
1.138,9.30E-01
1.139,-1.72E-01
1.14,3.37E-01
1.141,5.90E-01
1.142,-2.17E-01
1.143,-2.60E-01
1.144,-7.29E-01
1.145,-6.12E-01
1.146,-3.12E-01
1.147,6.61E-02
1.148,-2.49E-01
1.149,-6.12E-01
1.15,6.69E-01
1.151,-5.21E-01
1.152,1.01E+00
1.153,3.51E-01
1.154,-1.70E-01
1.155,1.12E+00
1.156,-1.05E-01
1.157,-2.73E-01
1.158,4.57E-01
1.159,-8.34E-01
1.16,3.57E-01
1.161,5.00E-01
1.162,-2.95E-02
1.163,-2.04E-01
1.164,2.26E-01
1.165,8.29E-01
1.166,3.87E-01
1.167,5.14E-02
1.168,4.49E-01
1.169,-8.31E-01
1.17,-2.67E-01
1.171,2.29E-01
1.172,-2.26E-01
1.173,-6.35E-02
1.174,-4.79E-01
1.175,6.67E-01
1.176,4.08E-01
1.177,9.27E-01
1.178,6.32E-01
1.179,-1.37E-01
1.18,-3.05E-01
1.181,-5.01E-02
1.182,-2.80E-01
1.183,4.59E-01
1.184,5.45E-01
1.185,-3.37E-01
1.186,-5.03E-01
1.187,8.89E-01
1.188,-2.39E-01
1.189,-1.76E-01
1.19,-9.94E-01
1.191,7.00E-01
1.192,2.90E-02
1.193,4.91E-01
1.194,5.17E-01
1.195,6.07E-01
1.196,7.49E-01
1.197,2.32E-01
1.198,-5.31E-01
1.199,-7.39E-01
1.2,9.51E-01
1.201,6.92E-01
1.202,-8.73E-01
1.203,-5.34E-01
1.204,-6.66E-01
1.205,-3.97E-01
1.206,1.06E-01
1.207,1.10E-01
1.208,5.77E-02
1.209,3.87E-02
1.21,6.80E-02
1.211,5.22E-02
1.212,1.03E-01
1.213,1.09E-01
1.214,4.89E-02
1.215,4.79E-02
1.216,7.34E-02
1.217,1.11E-01
1.218,5.52E-02
1.219,6.81E-02
1.22,1.02E-01
1.221,7.43E-02
1.222,1.13E-01
1.223,4.55E-02
1.224,6.62E-02
1.225,9.56E-02
1.226,9.69E-02
1.227,6.96E-02
1.228,2.11E-02
1.229,3.06E-02
1.23,3.21E-02
1.231,4.42E-02
1.232,7.17E-02
1.233,5.90E-02
1.234,8.01E-02
1.235,8.56E-02
1.236,6.20E-02
